,Announced,Call records,Resolution,Infrared port,Languages,_3,Technology,Model Image,Alert types,Phonebook,WLAN,GPRS,Games,Messaging,Talk time,USB,EDGE,Status,Positioning,Radio,Bluetooth,Brand,Sensors,_1,Video,Dimensions,Single,Colors,3.5mm jack,SIM,Size,Weight,Type_1,Internal,2G bands,Browser,Loudspeaker,_2,Model Name,Type,Card slot,Java,Stand-by
"Second external CSTN display, 65K colors, (96x64 pixels)Wallpapers, screensavers","2006, Q1","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,,,MP3/MIDI playerCalculatorWorld timePredictive text inputCurrency convertorVoice memo,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-d680.gif,"Vibration; Downloadable polyphonic, MP3 ringtones","300 x 5 fields, Photo call",No,Class 12,2 embedded + download,"SMS, EMS, MMS",,Proprietary,No,Cancelled,No,No,No,Bird,,2 MB for MMS messages200 SMS messages,Yes,88 x 42 x 21 mm (3.46 x 1.65 x 0.83 in),1.3 MP,,No,Mini-SIM,,75 g (2.65 oz),Removable Li-Ion battery,,GSM 900 / 1800,WAP 1.2.1,Yes,No,Bird D680,"TFT, 65K colors",No,No,
Wallpapers,"2006, Q1","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,Yes,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-d660.gif,Vibration; Downloadable polyphonic ringtones,"300 x 5 fields, Photo call",No,Class 10,Yes,"SMS, EMS, MMS",,Proprietary,No,Cancelled,No,No,No,Bird,,No,Yes,107 x 45 x 16.5 mm (4.21 x 1.77 x 0.65 in),1.3 MP,Silver,No,Mini-SIM,,,Removable Li-Ion battery,64MB,GSM 900 / 1800,WAP 2.0,No,MP3/MIDI playerCalculatorWorld timePredictive text inputVoice memo,Bird D660,"TFT, 65K colors",microSD,No,
Wallpapers,"2006, Q1","20 dialed, 20 received, 20 missed calls","128 x 128 pixels, 1:1 ratio",,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-m11.gif,Vibration; Polyphonic(16) ringtones,100 entries,No,Yes,Yes,"SMS, MMS",,Proprietary,No,Cancelled,No,No,No,Bird,,No,,108 x 44 x 15.2 mm (4.25 x 1.73 x 0.60 in),,,No,Mini-SIM,,88 g (3.10 oz),Removable Li-Ion battery,32MB,GSM 900 / 1800 / 1900,WAP 2.0,No,MP3/MIDI playerCalculatorWorld timePredictive text input,Bird M11,"CSTN, 65K colors",No,No,
"Second external CSTN display, 65K colors, (96x64 pixels)7 colors flashing LEDWallpapers, screensavers","2005, Q3","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-m08.gif,"Vibration; Downloadable polyphonic, MP3 ringtones","300 entries, Photo call",No,Class 10,Yes,"SMS, EMS, MMS",Up to 2 h 50 min,Proprietary,No,Cancelled,No,No,No,Bird,,No,Yes,87.8 x 43.3 x 21.3 mm (3.46 x 1.70 x 0.84 in),VGA,,No,Mini-SIM,,78 g (2.75 oz),Removable Li-Ion battery,32MB,GSM 900 / 1800,WAP 1.2.1,Yes,MP3 playerOrganizerWorld timeVoice memo,Bird M08,"TFT, 256K colors",microSD,No,Up to 200 h
"Wallpapers, screensavers","2005, Q3","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,Yes,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-s890.gif,Vibration; Downloadable polyphonic ringtones,300 entries,No,Class 10,2,"SMS, MMS, Email",Up to 3 h,Proprietary,No,Cancelled,No,No,No,Bird,,No,No,,1.3 MP,,No,Mini-SIM,,,Removable Li-Ion battery,,GSM 900 / 1800,WAP 2.0/xHTML,Yes,OrganizerWorld timeVoice memo,Bird S890,"TFT, 256K colors",No,Yes,Up to 72 h
GSM 850 / 1900 - US version,"2005, Q3","20 dialed, 20 received, 20 missed calls","128 x 128 pixels, 1:1 ratio",,,MP3/MP4 playerPredictive text inputPhoto editorOrganizer,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-s798.gif,Vibration; Polyphonic(16) ringtones,200 entries,No,,2,SMS,Up to 3 h,,No,Cancelled,No,FM radio,No,Bird,,"Wallpapers, screensavers",,83.5 x 45.5 x 21.5 mm (3.29 x 1.79 x 0.85 in),,,No,Mini-SIM,,85 g (3.00 oz),Removable Li-Ion battery,,GSM 900 / 1800,WAP 2.0/xHTML,Yes,No,Bird S798,"CSTN, 65K colors",No,No,Up to 100 h
"Wallpapers, screensavers","2005, Q3","20 dialed, 20 received, 20 missed calls","128 x 128 pixels, 1:1 ratio",,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-s698.gif,Vibration; Polyphonic(16) ringtones,100 entries,No,,2,SMS,Up to 3 h,,No,Cancelled,No,No,No,Bird,,No,,104.3 x 15.7 x 44 mm (4.11 x 0.62 x 1.73 in),,,No,Mini-SIM,,73 g (2.57 oz),Removable Li-Ion battery,,GSM 900 / 1800,,No,Organizer,Bird S698,"CSTN, 65K colors",No,No,Up to 75 h
GSM 850 / 1900 - US version,"2005, Q3","20 dialed, 20 received, 20 missed calls","112 x 64 pixels, 16:9 ratio",,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-s198.gif,Vibration; Monophonic ringtones,250 entries,No,,Yes,SMS,Up to 3 h,,No,Cancelled,No,No,No,Bird,,No,,104.3 x 42.6 x 15 mm (4.11 x 1.68 x 0.59 in),,"4 - Black, White, Green, Red",No,Mini-SIM,,73 g (2.57 oz),Removable Li-Ion battery,,GSM 900 / 1800,,No,Organizer,Bird S198,"CSTN, Mono",No,No,Up to 72 h
GSM 850 / 1900 - US version,"2005, Q2","20 dialed, 20 received, 20 missed calls",112 x 80 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-s299.gif,Vibration; Polyphonic(16) ringtones,200 entries,No,Yes,Yes,SMS,Up to 3 h,,No,Discontinued,No,FM radio,No,Bird,,No,,104 x 44 x 14 mm (4.09 x 1.73 x 0.55 in),,Black,No,Mini-SIM,,70 g (2.47 oz),Removable Li-Ion battery,,GSM 900 / 1800,WAP,No,MP3 playerChangeable front and back coversiTapVoice memoOrganizer,Bird S299,"CSTN, Mono",No,No,Up to 200 h
"Wallpaper, animated screensaver","2005, Q3","20 dialed, 20 received, 20 missed calls","120 x 160 pixels, 4:3 ratio",,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-w1.gif,Vibration; Downloadable polyphonic ringtones,"300 x 5 fields, Photo call",No,Class 10,2 embedded + download,"SMS, EMS, MMS",Up to 3 h,Proprietary,No,Cancelled,No,No,No,Bird,,No,No,108 x 44 x 19.5 mm (4.25 x 1.73 x 0.77 in),VGA,"Silver, Black",No,Mini-SIM,,100 g (3.53 oz),Removable Li-Ion battery,128MB,GSM 900 / 1800 / 1900,WAP 2.0/xHTML,Yes,MP3/Midi PlayerPredictive text inputCalculatorVoice memo,Bird MP300,"TFT, 65K colors",No,Yes,Up to 72 h
No,"2005, Q3","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-m12.gif,"Vibration; Downloadable polyphonic, MP3 ringtones","300 x 5 fields, Photo call",No,Class 10,Yes + downloadable,"SMS, MMS",Up to 4 h,Proprietary,No,Cancelled,No,No,No,Bird,,MP3 PlayerPredictive text inputVoice memoCalculatorCurrency convertor,No,106 x 44 x 15.2 mm (4.17 x 1.73 x 0.60 in),VGA,Silver,No,Mini-SIM,,82 g (2.89 oz),Removable Li-Ion battery,32MB,GSM 900 / 1800,WAP 2.0/xHTML,No,,Bird M19,"TFT, 65K colors",No,"Yes, MIDP 2.0",Up to 150 h
Second external OLED mono display (96 x 64 pixels),"2005, Q3","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,Yes,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-v109.gif,Vibration; Downloadable polyphonic ringtones,"300 entries, Photo call",No,Class 8,Yes,"SMS, MMS",Up to 2 h,,No,Cancelled,No,No,No,Bird,,No,Yes,82.9 x 43 x 21.7 mm (3.26 x 1.69 x 0.85 in),1.3 MP,,No,Mini-SIM,,85 g (3.00 oz),Removable Li-Ion battery,,GSM 900 / 1800,WAP 1.2.1,No,Predictive text inputCalculatorCurrency convertor,Bird V109,"TFT, 65K colors",No,No,Up to 72 h
"Wallpaper, screensaver","2005, Q3","20 dialed, 20 received, 20 missed calls",120 x 128 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-s799.gif,Vibration; Polyphonic(16) ringtones,200 entries,No,,2 embedded,SMS,Up to 3 h,,No,Cancelled,No,FM radio,No,Bird,,No,,83.5 x 45.5 x 21.5 mm (3.29 x 1.79 x 0.85 in),,Black,No,Mini-SIM,,85 g (3.00 oz),Removable Li-Ion battery,,GSM 900 / 1800 / 1900,WAP 2.0/xHTML,Yes,Predictive text input (iTAP)Bio-rhythmStopwatchCalculatorVoice memo,Bird S799,"CSTN, 65K colors",No,No,Up to 100 h
"Wallpaper, screensaver","2005, Q3","20 dialed, 20 received, 20 missed calls",120 x 128 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-s699.gif,Vibration; Polyphonic(16) ringtones,100 entries,No,,2 embedded,SMS,Up to 2 h,,No,Cancelled,No,No,No,Bird,,No,,104.3 x 44 x 15.7 mm (4.11 x 1.73 x 0.62 in),,Black,No,Mini-SIM,,,Removable Li-Ion battery,,GSM 900 / 1800,,No,Predictive text inputOrganizer,Bird S699,"CSTN, 65K colors",No,No,Up to 75 h
Second external STN mono display (96 x 64 pixels)WallpaperScreensaver,"2005, Q2",,128 x 160 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-v79.gif,Vibration; Downloadable polyphonic ringtones,200 entries,No,Class 10,Yes,"SMS, EMS, MMS",Up to 3 h,,No,Discontinued,No,No,No,Bird,,No,No,87 x 43 x 21 mm (3.43 x 1.69 x 0.83 in),CIF,Silver,No,Mini-SIM,,80 g (2.82 oz),Removable Li-Ion battery,,GSM 900 / 1800,WAP 1.2,No,Voice memoPredictive text inputWorld TimeCalculator,Bird V79,"STN, 65K colors",No,No,Up to 100 h
BacklightScreensaver,"2005, Q2",,"112 x 64 pixels, 16:9 ratio",,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-s1186.gif,Vibration; Polyphonic(16) ringtones,100 entries,No,No,Yes,SMS,Up to 3 h,,No,Discontinued,No,No,No,Bird,,No,,83 x 44 x 18.5 mm (3.27 x 1.73 x 0.73 in),,Silver,No,Mini-SIM,,84 g (2.96 oz),Removable Li-Ion battery,,GSM 900 / 1800,,No,Calculator,Bird S1186,Virtual Colour,No,No,Up to 100 h
5-way navigation key,"2005, Q3","20 dialed, 20 received, 20 missed calls","112 x 64 pixels, 16:9 ratio",,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-s199.gif,Vibration; Monophonic ringtones,250 entries,No,,Yes,SMS,Up to 2 h,,No,Discontinued,No,No,No,Bird,,No,,104.3 x 42.6 x 15 mm (4.11 x 1.68 x 0.59 in),,"Silver, Black",No,Mini-SIM,,75 g (2.65 oz),Removable Li-Ion battery,,GSM 900 / 1800,,Yes,Calculator,Bird S199,"CSTN, Mono",No,No,Up to 140 h
No,"2005, Q2",Yes,128 x 160 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-s789.gif,Vibration; Downloadable polyphonic ringtones,"200 entries, Photocall",No,Class 6,Yes,"SMS, EMS, MMS",Up to 2 h,,No,Discontinued,No,No,No,Bird,,CalculatorVoice memo,No,105 x 43 x 13 mm (4.13 x 1.69 x 0.51 in),VGA,Silver,No,Mini-SIM,,80 g (2.82 oz),Removable Li-Ion battery,,GSM 850 / 1800 / 1900,WAP 1.2.1,No,,Bird S789,"TFT, 65K colors",No,Yes,Up to 72 h
Second external mono display,"2005, Q2","20 dialed, 20 received, 20 missed calls","128 x 128 pixels, 1:1 ratio",,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-v5510.gif,Vibration; Polyphonic(16) ringtones,100 entries,No,,Yes,SMS,Up to 3 h,,No,Discontinued,No,No,No,Bird,,No,,75 x 42 x 20 mm (2.95 x 1.65 x 0.79 in),,Silver-Blue,No,Mini-SIM,,66 g (2.33 oz),Removable Li-Ion battery,,GSM 900 / 1800,,No,Organizer,Bird V5510,"TFT, 65K colors",No,No,Up to 72 h
No,"2005, Q1","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-dv10.gif,"Vibration; Downloadable polyphonic, MP3 ringtones","200 entries, Photocall",No,Class 10,Yes,"SMS, EMS, MMS",,,No,Discontinued,No,No,No,Bird,,CalculatorVoice memo,Yes,82.9 x 43 x 21.6 mm (3.26 x 1.69 x 0.85 in),VGA,Blue,No,Mini-SIM,,83 g (2.93 oz),Removable Li-Ion battery,,GSM 900 / 1800,WAP 1.2.1,No,,Bird DV10,"TFT, 65K colors",No,No,
No,"2005, Q1","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bis590.gif,Vibration; Downloadable polyphonic ringtones,200 entries,No,Class 10,Yes,"SMS, EMS, MMS",Up to 5 h,,No,Discontinued,No,No,No,Bird,,Calculator,No,107 x 44 x 20 mm (4.21 x 1.73 x 0.79 in),CIF,Silver,No,Mini-SIM,,75 g (2.65 oz),Removable Li-Ion battery,,GSM 900 / 1800 / 1900,WAP 1.2.1,No,,Bird S590,"STN, 65K colors",No,No,Up to 140 h
"Screensavers, wallpapers","2005, Q1","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bird-s580.gif,Vibration; Downloadable polyphonic ringtones,200 entries,No,Class 10,Yes,"SMS, EMS, MMS",Up to  3 h,,No,Discontinued,No,No,No,Bird,,No,No,107 x 44 x 20 mm (4.21 x 1.73 x 0.79 in),CIF,"Orange, Silver",No,Mini-SIM,,75 g (2.65 oz),Removable Li-Ion battery,,GSM 900 / 1800 / 1900,WAP 1.2.1,No,Calculator,Bird S580,"STN, 65K colors",No,No,Up to 100 h
Second external mono display,"2004, Q2","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bia150.gif,Vibration; Downloadable polyphonic ringtones,"400 entries, Photo call",No,Class 4,Yes,"SMS, EMS, MMS",,,No,Discontinued,No,No,No,Bird,,No,Yes,83.5 x 42 x 19 mm (3.29 x 1.65 x 0.75 in),VGA,Silver,No,Mini-SIM,,85 g (3.00 oz),Removable Li-Ion battery,,GSM 900 / 1800,WAP 1.2.1,No,CalculatorVoice memo,Bird A150,"TFT, 65K colors",No,No,
Second external mono display,"2004, Q4","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bia130.gif,Vibration; Downloadable polyphonic ringtones,500 entries,No,Class 4,Yes,"SMS, EMS, MMS",,,No,Discontinued,No,No,No,Bird,,No,No,87 x 42 x 22 mm (3.43 x 1.65 x 0.87 in),VGA,Silver,No,Mini-SIM,,82 g (2.89 oz),Removable Li-Ion battery,,GSM 900 / 1800,WAP 1.2.1,No,Calculator,Bird A130,"STN, 65K colors",No,No,
Second external mono display,"2004, Q4","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bia120.gif,Vibration; Downloadable polyphonic ringtones,200 entries,No,Class 4,Yes,"SMS, EMS, MMS",,,No,Discontinued,No,No,No,Bird,,No,No,87 x 43 x 21 mm (3.43 x 1.69 x 0.83 in),CIF,"Silver, White",No,Mini-SIM,,80 g (2.82 oz),Removable Li-Ion battery,,GSM 900 / 1800,WAP 1.2.1,No,Calculator,Bird A120,"STN, 65K colors",No,No,
Second external mono display,"2004, Q2","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/biv09.gif,Vibration; Downloadable polyphonic ringtones,500 entries,No,,Yes,SMS,,,No,Discontinued,No,No,No,Bird,,No,,83 x 43 x 20 mm (3.27 x 1.69 x 0.79 in),,"Red, Blue Grey",No,Mini-SIM,,75 g (2.65 oz),Removable Li-Ion battery,,GSM 900 / 1800,,No,Calculator,Bird V09,"CSTN, 65K colors",No,No,
No,"2004, Q4","20 dialed, 20 received, 20 missed calls","128 x 128 pixels, 1:1 ratio",,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bis570.gif,Vibration; Downloadable polyphonic ringtones,"500 entries, Photo call",No,Class 10,Yes,"SMS, EMS, MMS",,,No,Discontinued,No,No,No,Bird,,Calculator,No,103 x 43 x 18.5 mm (4.06 x 1.69 x 0.73 in),CIF,Silver,No,Mini-SIM,,89 g (3.14 oz),Removable Li-Ion battery,,GSM 900 / 1800 / 1900,WAP 1.2.1,No,,Bird S570,"STN, 65K colors",No,No,
Second external mono display,"2004, Q1","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,Yes,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bisc24.gif,Vibration; Downloadable polyphonic ringtones,200 entries,No,Class 6,Yes,"SMS, EMS, MMS",,,No,Discontinued,No,No,No,Bird,,No,,81 x 44 x 23 mm (3.19 x 1.73 x 0.91 in),,Red,No,Mini-SIM,,80 g (2.82 oz),Removable Li-Ion battery,,GSM 900 / 1800,WAP 1.2.1,No,Calculator,Bird SC24,"CSTN, 65K colors",No,No,
Second external mono display,"2004, Q4","20 dialed, 20 received, 20 missed calls",128 x 160 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/big118.gif,Vibration; Downloadable polyphonic ringtones,100 entries,No,Class 4,Yes,"SMS, EMS, MMS",,,No,Discontinued,No,No,No,Bird,,No,,82 x 43 x 22 mm (3.23 x 1.69 x 0.87 in),,Red,No,Mini-SIM,,80 g (2.82 oz),Removable Li-Ion battery,,GSM 900 / 1800,WAP 1.2.1,No,Calculator,Bird G118,"CSTN, 65K colors",No,No,
Screensaver,"2004, Q1","20 dialed, 20 received, 20 missed calls",102 x 80 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bis1190.gif,Vibration; Polyphonic(16) ringtones,200 entries,No,No,2,SMS,,,No,Discontinued,No,No,No,Bird,,No,,84 x 43 x 20 mm (3.31 x 1.69 x 0.79 in),,Silver,No,Mini-SIM,,85 g (3.00 oz),Removable Li-Ion battery,,GSM 900 / 1800,,Yes,Calculator,Bird S1190,"CSTN, 4096 colors",No,No,
Second external color display,"2004, Q2","20 dialed, 20 received, 20 missed calls","128 x 96 pixels, 4:3 ratio",,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bi1180c.gif,Vibration; Polyphonic(16) ringtones,500 entries,No,No,Yes,SMS,,,No,Discontinued,No,No,No,Bird,,No,,81 x 43 x 18 mm (3.19 x 1.69 x 0.71 in),,Silver,No,Mini-SIM,,75 g (2.65 oz),Removable Li-Ion battery,,GSM 900 / 1800,,No,Calculator,Bird S1180c,"CSTN, 65K colors",No,No,
Second external mono display,"2004, Q3","20 dialed, 20 received, 20 missed calls","112 x 64 pixels, 16:9 ratio",,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bis1160p.gif,Vibration; Downloadable monophonic ringtones,200 entries,No,No,Yes,SMS,,,No,Discontinued,No,No,No,Bird,,No,,85 x 44 x 20 mm (3.35 x 1.73 x 0.79 in),,Silver,No,Mini-SIM,,83 g (2.93 oz),Removable Li-Ion battery,,GSM 900 / 1800,,No,Calculator,Bird S1160 Plus,"CSTN, mono",No,No,
Second external mono display,"2004, Q1","20 dialed, 20 received, 20 missed calls",112 x 80 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bi1160.gif,Vibration; Downloadable monophonic ringtones,200 entries,No,No,Yes,SMS,,,No,Discontinued,No,No,No,Bird,,No,,86 x 46 x 21 mm (3.39 x 1.81 x 0.83 in),,Silver,No,Mini-SIM,,85 g (3.00 oz),Removable Li-Ion battery,,GSM 900 / 1800,,No,Calculator,Bird S1160,"CSTN, mono",No,No,
No,"2004, Q2","20 dialed, 20 received, 20 missed calls",112 x 80 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bis788.gif,Vibration; Polyphonic(32) ringtones,300 entries,No,Class 10,Yes,SMS,,,No,Discontinued,No,No,No,Bird,,Calculator,,115 x 45 x 14 mm (4.53 x 1.77 x 0.55 in),,"Grey, Red",No,Mini-SIM,,79 g (2.79 oz),Removable Li-Ion battery,,GSM 900 / 1800,,No,,Bird S788,"CSTN, 4096 colors",No,No,
No,"2003, Q3","20 dialed, 20 received, 20 missed calls",112 x 80 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bis288s.gif,Vibration; Monophonic ringtones,300 entries,No,No,Yes,SMS,,,No,Discontinued,No,No,No,Bird,,Calculator,,103 x 44 x 12 mm (4.06 x 1.73 x 0.47 in),,"Blue, Red, Grey",No,Mini-SIM,,65 g (2.29 oz),Removable Li-Ion battery,,GSM 900 / 1800,,No,,Bird S288 Plus,"CSTN, mono",No,No,
No,"2003, Q3","20 dialed, 20 received, 20 missed calls",112 x 80 pixels,,,,GSM,https://fdn2.gsmarena.com/vv/bigpic/bis288.gif,Vibration; Monophonic ringtones,300 entries,No,No,Yes,SMS,,,No,Discontinued,No,No,No,Bird,,Calculator,,105 x 42 x 11 mm (4.13 x 1.65 x 0.43 in),,"Blue, Red, Grey",No,Mini-SIM,,60 g (2.12 oz),Removable Li-Ion battery,,GSM 900 / 1800,,No,,Bird S288,"CSTN, mono",No,No,
