Unnamed: 0,Brand,3.5mm jack,_1,CPU,Weight,Display,Protection,Loudspeaker_1,Build,Phonebook,Price,NFC,Positioning,Speed,Dual,Resolution,Games,Talk time,Size,Status,Infrared port,GPU,Technology,Colors,Triple,WLAN,Charging,Stand-by,3G bands,Announced,Messaging,Model Name,GPRS,Video_1,Type_1,2G bands,SIM,Type,Chipset,Single_1,OS,Bluetooth,USB,SAR,_4,Java,EDGE,Sensors,Video,Dimensions,Features,Single,5G bands,Quad,128GB 4GB RAM,_2,_5,Internal,Models,Call records,_3,Loudspeaker,Features_1,Card slot,Model Image,Radio,4G bands,URL,Image
HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 6102А,TCL,Yes,"2, 3, 4, 5, 7, 8, 12, 13, 17, 26, 28, 66 - 6102А",Quad-core 2.0 GHz Cortex-A53,190 g (6.70 oz),,,,"Glass front, plastic frame, plastic back",,About 200 EUR,No,"GPS, GLONASS, GALILEO","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,,"6.52 inches, 102.6 cm2(~82.3% screen-to-body ratio)","Available. Released 2022, February",,PowerVR GE8320,GSM / HSPA / LTE,"Space Gray, Atlantic Blue","13 MP, f/2.2, 27mm (wide) 1/3.0"", 1.12µm, PDAF2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)","Wi-Fi 802.11 g/n, Wi-Fi Direct",10W wired,,HSDPA 850 / 900 / 1900 / 2100 - 6102D,"2022, January 31",,TCL 305,,1080p@30fps,Li-Po 5000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIMNano-SIM + Nano-SIM,"IPS LCD, 450 nits (typ)",Mediatek MT6761 Helio A22 (12 nm),,"Android 11 (Go edition), TCL UI","5.0, A2DP","USB Type-C 2.0, OTG",,,,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,165.2 x 75.5 x 8.9 mm (6.50 x 2.97 x 0.35 in),"LED flash, HDR, panorama","5 MP, f/2.2, 27mm (wide) 1/5.0"", 1.12µm",,,,eMMC 5.1,,"32GB 2GB RAM, 64GB 2GB RAM","6102D, 5164D",,,Yes,HDR,microSDXC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-305.jpg,FM radio,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - 6102D",,
eMMC 5.1,TCL,Yes,,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),170.3 g (6.00 oz),,,,"Glass front, plastic frame, plastic back",,About 110 EUR,No,GPS,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","13 MP, f/2.2, (wide) 1/3.06"", 1.12µm, AF2 MP, f/2.4, (depth)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",,,"6.22 inches, 96.6 cm2(~80.7% screen-to-body ratio)","Available. Released 2021, October",,IMG8322,GSM / HSPA / LTE,"Power Gray, Atlantic Blue",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,HSDPA 850 / 900 / 1900 / 2100,"2021, October 08",,TCL 205,,1080p@30fps,Li-Po 4000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM + Nano-SIM,IPS LCD,Unisoc SC9863A (28 nm),,"Android 11 (Go edition), TCL UI","5.0, A2DP",microUSB 2.0,,,,,"Accelerometer, proximity",1080p@30fps,159.2 x 75.2 x 8.7 mm (6.27 x 2.96 x 0.34 in),"LED flash, HDR, panorama","5 MP, f/2.2, (wide) 1/5.0"", 1.12µm",,,,,,32GB 2GB RAM,4187D,,,Yes,HDR,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-205.jpg,No,"1, 3, 7, 8, 20, 28, 38, 40, 41",,
,TCL,Yes,,Octa-core (2x2.0 GHz Kryo 460 & 6x1.8 GHz Kryo 460),200.4 g (7.09 oz),,Corning Gorilla Glass 3,,"Glass front, plastic frame, plastic back",,About 270 EUR,No,GPS,"HSPA, LTE, 5G",,"1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,,"6.67 inches, 107.4 cm2(~85.2% screen-to-body ratio)","Available. Released 2022, January 28",,Adreno 619,GSM / HSPA / LTE / 5G,Midnight Gray,"50 MP, (wide), PDAF5 MP, (ultrawide)2 MP, (macro)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",18W wired,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"2022, January 04",,TCL 30 V 5G,,1080p@30fps,Li-Po 4500 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM,IPS LCD,Qualcomm SM4350 Snapdragon 480 5G (8 nm),,"Android 11, TCL UI","5.1, A2DP, LE","USB Type-C 3.0, OTG",,,,,"Fingerprint (rear-mounted), accelerometer, proximity, compass, gyro, barometer",1080p@30fps,165.9 x 76 x 9.1 mm (6.53 x 2.99 x 0.36 in),"LED flash, HDR, panorama","16 MP, (wide)","2, 5, 48, 66, 77, 260, 261 SA/NSA/Sub6/mmWave",,,,,128GB 4GB RAM,,,,"Yes, with dual speakers",,microSDXC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-30-v-5g.jpg,No,"2, 4, 5, 12, 13, 46, 48, 66",,
eMMC 5.1,TCL,Yes,,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),195 g (6.88 oz),,Dragontrail Glass,,"Glass front, plastic frame, plastic back",,About 170 EUR,No,"GPS, GLONASS, GALILEO, BDS","HSPA, LTE, 5G",,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,,"6.52 inches, 102.6 cm2(~83.5% screen-to-body ratio)","Available. Released 2022, March 02",,Mali-G57 MC2,GSM / HSPA / LTE / 5G,Shadow Black,"13 MP, f/2.2, 27mm (wide) 1/3.0"", 1.12µm, PDAF2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",18W wired,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"2022, January 04",,TCL 30 XE 5G,,1080p@30fps,Li-Po 4500 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM,"IPS LCD, 90Hz",Mediatek Dimensity 700 (7 nm),,"Android 11, TCL UI","5.1, A2DP, LE","USB Type-C 2.0, OTG",,,,,"Fingerprint (rear-mounted), accelerometer, proximity, compass, gyro, barometer",1080p@30fps,164.1 x 74.9 x 9 mm (6.46 x 2.95 x 0.35 in),"LED flash, HDR, panorama","8 MP, f/2.0, 26mm (wide) 1/4.0"", 1.12µm","25, 41, 66, 71, 77 SA/NSA",,,,,64GB 4GB RAM,T767W,,,Yes,,microSDXC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-30-xe-5g.jpg,Unspecified,"1, 2, 3, 4, 5, 7, 8, 12, 13, 20, 25, 26, 28, 38, 39, 40, 41, 66, 71",,
Stylus support,TCL,Yes,eMMC 5.1,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),490 g (1.08 lb),,,,,,,No,GPS,,,"1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",,,"10.1 inches, 295.8 cm2(~77.4% screen-to-body ratio)","Available. Released 2022, Q3",,PowerVR GE8320,No cellular connectivity,"Dark Gray, Ethereal Green",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",18W wired,,,"2022, January 04",,TCL NxtPaper 10s,No,1080p@30fps,Li-Po 8000 mAh,,No,NCVM IPS,Mediatek MT8768,"5 MP, f/2.2, (wide), 1/5.0"", 1.12µm",Android 11,"5.0, A2DP, LE",USB Type-C 2.0,,,,No,"Accelerometer, proximity",1080p@30fps,241 x 158.6 x 8.3 mm (9.49 x 6.24 x 0.33 in),LED flash,"8 MP, f/2.0, (wide), 1/4.0"", 1.12µm, AF",,,,,,64GB 4GB RAM,"9081X, 9081X2",,,"Yes, with dual speakers",,microSDXC,https://fdn2.gsmarena.com/vv/bigpic/tcl-nxtpaper-10s.jpg,"FM radio, RDS",,,
eMMC 5.1,TCL,Yes,,Quad-core 1.3 GHz Cortex-A35,426 g (15.03 oz),,,,,,,No,No,,,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",,,"10.1 inches, 295.8 cm2(~76.9% screen-to-body ratio)","Available. Released 2022, Q3",,PowerVR GE8300,No cellular connectivity,Prime Black,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,,"2022, January 04",,TCL Tab 10L,No,720p,Li-Po 4080 mAh,,No,IPS LCD,Mediatek MT8167,2 MP,Android 11,"4.2, A2DP",USB Type-C 2.0,,,,No,Accelerometer,720p,243.2 x 158.2 x 9.2 mm (9.57 x 6.23 x 0.36 in),,2 MP,,,,,,32GB 2GB RAM,8491X,,,"Yes, with dual speakers",,microSDXC,https://fdn2.gsmarena.com/vv/bigpic/tcl-tab-10l.jpg,No,,,
eMMC 5.1,TCL,Yes,,Quad-core 2.0 GHz Cortex-A53,295 g (10.41 oz),,,,,,,No,GPS,"HSPA 42.2/11.5 Mbps, LTE Cat4",,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,,"8.0 inches, 185.6 cm2(~75.5% screen-to-body ratio)","Available. Released 2022, Q3",,PowerVR GE8300,GSM / HSPA / LTE,Prime Black,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"2022, January 04",,TCL Tab 8 4G,,1080p@30fps,Li-Po 4080 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM,IPS LCD,Mediatek MT8766,"5 MP, f/2.4, (wide), 1/5.0"", 1.12µm",Android 11,"5.0, A2DP, LE",USB Type-C 2.0,,,,,Accelerometer,1080p@30fps,197 x 124.8 x 8.9 mm (7.76 x 4.91 x 0.35 in),,"5 MP, f/2.4, (wide), 1/5.0"", 1.12µm",,,,,,32GB 2GB RAM,9132G2,,,Yes,,microSDXC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-tab8-4g.jpg,FM radio,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 40, 41, 66",,
,TCL,Yes,,Octa-core 2.0 GHz Cortex-A53,195 g (6.88 oz),,,,,,About 50 EUR,No,GPS,"HSPA 42.2/11.5 Mbps, LTE Cat13 300/150 Mbps",,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,,"6.52 inches, 102.6 cm2(~83.1% screen-to-body ratio)","Available. Released 2021, December",,PowerVR GE8320,GSM / HSPA / LTE,Moonlight Grey,"13 MP, 27mm (wide), 1.12µm, AF2 MP (depth)2 MP (macro)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",18W wired,,HSDPA 850 / 1700(AWS) / 1900,"2021, December",,TCL 20 XE,,1080p@30fps,Li-Po 5000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM,"IPS LCD, 450 nits",Mediatek MT6762 Helio P22 (12 nm),,"Android 11, TCL UI 3.0","5.0, A2DP, LE","USB Type-C 2.0, OTG",1.39 W/kg (head)     1.25 W/kg (body),,,,"Fingerprint (rear-mounted), accelerometer, proximity, compass, barometer",1080p@30fps,164.6 x 75 x 9 mm (6.48 x 2.95 x 0.35 in),"LED flash, HDR",5 MP,,,,,,32GB 3GB RAM,5087Z,,,Yes,,microSDXC,https://fdn2.gsmarena.com/vv/bigpic/tcl-20xe.jpg,No,"2, 4, 5, 7, 12, 25, 26, 41, 66, 71",,
,TCL,Yes,,Octa-core 2.0 GHz Cortex-A53,190 g (6.70 oz),,,,"Glass front, plastic frame, plastic back",,About 160 EUR,No,"GPS, GLONASS, GALILEO, BDS","HSPA, LTE",,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,,"6.52 inches, 102.6 cm2(~82.0% screen-to-body ratio)","Available. Released 2021, October 12",,PowerVR GE8320,GSM / HSPA / LTE,"Black, Blue, Green","13 MP, f/2.2, 27mm (wide) 1/3.0"", 1.12µm, PDAF2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)",Wi-Fi 802.11 b/g/n,10W wired,,HSDPA 850 / 900 / 1900 / 2100,"2021, October 12",,TCL 20E,,720p@30fps,Li-Po 4000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM + Nano-SIM,"IPS LCD,",Mediatek MT6762 Helio P22 (12 nm),,"Android 11, TCL UI","5.0, A2DP, LE",microUSB 2.0,,,,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,165.6 x 75.6 x 8.8 mm (6.52 x 2.98 x 0.35 in),"LED flash, HDR, panorama",5 MP or 8 MP,,,,,,"64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","6125F, 6125D, 6125H",,,Yes,,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-20e.jpg,Unspecified,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,
,TCL,Yes,,Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),194 g (6.84 oz),,,,"Glass front, plastic frame, plastic back",,About 130 EUR,Yes,"GPS, GLONASS, GALILEO, BDS","HSPA, LTE",,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,,"6.52 inches, 102.6 cm2(~82.0% screen-to-body ratio)","Available. Released 2021, September 07",,PowerVR GE8320,GSM / HSPA / LTE,"Black, Blue","48 MP, f/1.8, 26mm (wide) 1/2.0"", 0.8µm, PDAF2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)",Wi-Fi 802.11 b/g/n,10W wired,,HSDPA 850 / 900 / 1900 / 2100,"2021, September 07",,TCL 20Y,,1080p@30fps,Li-Po 4000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM + Nano-SIM,IPS LCD,Mediatek MT6762D Helio P22 (12 nm),,"Android 11, TCL UI","5.0, A2DP, LE","microUSB 2.0, OTG",,,,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,165.6 x 75.6 x 8.8 mm (6.52 x 2.98 x 0.35 in),"LED flash, HDR, panorama","8 MP, f/2.0, 26mm (wide) 1/4.0"", 1.12µm",,,,,,64GB 4GB RAM,6156D,,,Yes,,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-20e.jpg,Unspecified,"1, 3, 7, 8, 20, 28",,
,TCL,Yes,,Octa-core 2.0 GHz Cortex-A53,171 g (6.03 oz),,Asahi Glass,,,,About 90 EUR,No,GPS,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)",,,"5.5 inches, 78.1 cm2(~75.3% screen-to-body ratio)","Available. Released 2021, October 05",,PowerVR GE8320,GSM / HSPA / LTE,Black,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,HSDPA 850 / 1700(AWS) / 1900,"2021, October 05",,TCL A30,,1080p@30fps,Li-Ion 3000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM,TFT LCD,Mediatek MT6762 Helio P22 (12 nm),"5 MP, 1/5.0"", 1.12µm",Android 11,"5.0, A2DP, LE",microUSB 2.0,,,,,"Accelerometer, proximity",1080p@30fps,145.8 x 71.1 x 9.9 mm (5.74 x 2.80 x 0.39 in),LED flash,"8 MP, 1/4.0"", 1.12µm",,,,,,32GB 3GB RAM,"5102, 5102L",,,Yes,,microSDXC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-a30.jpg,Unspecified,"2, 4, 5, 12, 13, 25, 26, 41, 66, 71",,
CDMA 800 / 1900,TCL,Yes,,Octa-core 2.0 GHz Cortex-A53,171 g (6.03 oz),,,,,,About 40 EUR,No,GPS,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)",,,"5.5 inches, 78.1 cm2(~75.3% screen-to-body ratio)","Available. Released 2021, October",,PowerVR GE8320,GSM / CDMA / HSPA / LTE,Black,,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,HSDPA 850 / 1700(AWS) / 1900,"2021, October",,TCL A3,,1080p@30fps,"Li-Ion 3000 mAh, removable",GSM 850 / 900 / 1800 / 1900,Nano-SIM,TFT LCD,Mediatek MT6762 Helio P22 (12 nm),"5 MP, 1/5.0"", 1.12µm",Android 11,"5.0, A2DP, LE",microUSB 2.0,,,,,"Accelerometer, proximity",1080p@30fps,145.8 x 71.1 x 9.9 mm (5.74 x 2.80 x 0.39 in),LED flash,"8 MP, 1/4.0"", 1.12µm",,,,,,32GB 3GB RAM,A509DL,,,Yes,,microSDXC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-a3.jpg,Unspecified,"2, 4, 5, 13, 66",,
eMMC 5.1,TCL,Yes,,Octa-core 1.8 GHz Cortex-A53,178 g (6.28 oz),,,,"Glass front, plastic frame, plastic back",,About 320 EUR,No,GPS,"HSPA, LTE","50 MP, (wide), PDAF2 MP, f/2.4, (depth)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,,"6.52 inches, 102.6 cm2(~83.4% screen-to-body ratio)","Available. Released 2021, September 30",,PowerVR GE8320,GSM / HSPA / LTE,"Gray, Violet",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",18W wired,,HSDPA 850 / 900 / 1900 / 2100,"2021, September 30",,TCL 20B,,1080p@30fps,Li-Po 4000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM + Nano-SIM,IPS LCD,Mediatek MT6762 Helio P22 (12 nm),,"Android 11, TCL UI","5.0, A2DP, LE",USB Type-C 2.0,,,,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,164.7 x 74.7 x 8 mm (6.48 x 2.94 x 0.31 in),"LED flash, HDR, panorama",8 MP,,,,,,64GB 4GB RAM,6159K,,,Yes,,microSDXC,https://fdn2.gsmarena.com/vv/bigpic/tcl-20b.jpg,Unspecified,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,
,TCL,Yes,,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),186 g (6.56 oz),,,,"Glass front, plastic frame, plastic back",,About 180 EUR,Yes,"GPS, GLONASS, GALILEO, BDS","HSPA 42.2/11.5 Mbps, LTE Cat13 400/100 Mbps, 5G 2.7 Gbps DL",,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,,"6.52 inches, 102.6 cm2(~83.3% screen-to-body ratio)","Available. Released 2021, September 23",,Mali-G57 MC2,GSM / HSPA / LTE / 5G,"Gray, Blue","13 MP, f/2.2, 27mm (wide) 1/3.0"", 1.12µm, PDAF2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",10W wired,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"2021, September 07",,TCL 20 R 5G,,1080p@30fps,Li-Po 4500 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIMNano-SIM + Nano-SIM,"IPS LCD, 90Hz, 500 nits (peak)",Mediatek Dimensity 700 (7 nm),,"Android 11, TCL UI","5.2, A2DP, LE",USB Type-C 2.0,,,,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,164.3 x 75 x 9 mm (6.47 x 2.95 x 0.35 in),"LED flash, HDR, panorama","8 MP, f/2.0, 26mm (wide) 1/4.0"", 1.12µm","1, 3, 5, 7, 8, 28, 40, 78 SA/NSA",,,,,"64GB 4GB RAM, 128GB 4GB RAM",T767H,,,Yes,,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-20-r-5g.jpg,Unspecified,"1, 3, 5, 7, 8, 20, 26, 28, 32, 38, 40, 41",,
"1, 3, 5, 7, 8, 28, 38, 40, 41",TCL,Yes,,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),175 g (6.17 oz),,,,,,About 210 EUR,No,GPS,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",,"720 x 1520 pixels, 19:9 ratio (~270 ppi density)",,,"6.22 inches, 96.6 cm2(~80.7% screen-to-body ratio)","Available. Released 2021, September 02",,IMG8322,GSM / HSPA / LTE,Titanium Gray,"13 MP, f/2.2, (wide), 1/3.06"", 1.12µm, PDAF5 MP, f/2.2, 120˚ (ultrawide), 1/5.0"", 1.12µm2 MP, f/2.4, (depth)","Wi-Fi 802.11 b/g/n, Wi-Fi Direct",,,HSDPA 850 / 900 / 1900 / 2100,"2021, September 02",,TCL L10 Pro,,1080p@30fps,Li-Po 4000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM + Nano-SIM,IPS LCD,Unisoc SC9863A (28 nm),,Android 10,"4.2, A2DP",microUSB 2.0,,,,,"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,159.2 x 75.2 x 8.7 mm (6.27 x 2.96 x 0.34 in),"LED flash, HDR, panorama","5 MP, f/2.2, (wide), 1/5.0"", 1.12µm",,,,,,128GB 4GB RAM,,,,Yes,,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-l10-pro.jpg,FM radio,"1, 3, 7, 8, 20, 28",,
HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - NA,TCL,Yes,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 66, 71 - NA",Octa-core (2x2.0 GHz Kryo 570 & 6x1.7 GHz Kryo 570),190 g (6.70 oz),,,,"Glass front, glass back",,About 440 EUR,Yes,"GPS (L1+L5), GLONASS, BDS, GALILEO","HSPA 42.2/5.76 Mbps, LTE (CA) Cat18 1200/150 Mbps, 5G 2.7 Gbps DL, 625 Mbps UL",,"1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,,"6.67 inches, 107.4 cm2(~89.6% screen-to-body ratio)","Available. Released 2021, April 14",,Adreno 619,GSM / HSPA / LTE / 5G,"Moondust Gray, Marine Blue",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",18W wired15W wireless,,HSDPA 850 / 900 / 1900 / 2100 - International,"2021, April 14",,TCL 20 Pro 5G,,"4K@30fps, 1080p@30/60fps, HDR",Li-Po 4500 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIMNano-SIM + Nano-SIM,"AMOLED, HDR10, 420 nits (typ)",Qualcomm SM7225 Snapdragon 750G 5G (8 nm),,"Android 11, TCL UI","5.1, A2DP, LE","USB Type-C 2.0, OTG",,24-bit/192kHz Hi-Res audio,,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4K@30fps, 1080p@30/60fps, gyro-EIS",164.2 x 73 x 8.8 mm (6.46 x 2.87 x 0.35 in),"Dual LED flash, HDR, panorama","32 MP, f/2.5, (wide), 0.8µm","1, 3, 5, 7, 8, 28, 40, 41, 78 SA/NSA/Sub6 - International","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF, OIS16 MP, f/2.4, 16mm, 123˚ (ultrawide), 1/3.0"", 1.12µm2 MP, f/2.2, (macro)/ 5 MP (USA only)2 MP, f/2.4, (depth)",,"2, 5, 7, 41, 66, 71, 78 SA/NSA/Sub6 - NA",,256GB 6GB RAM,T810H,,Nxtvision 2,Yes,HDR,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-20-pro-5g.jpg,No,"1, 2, 3, 4, 5, 7, 8, 20, 28, 32, 38, 40, 41 - International",,
,TCL,Yes,,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),199 g (7.02 oz),,,,,,About 210 EUR,Yes,GPS,"HSPA, LTE",,"1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,,"6.67 inches, 107.4 cm2(~84.0% screen-to-body ratio)","Available. Released 2021, May 20",,Adreno 610,GSM / HSPA / LTE,"Milky Way Gray, North Star Blue",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"2021, April 14",,TCL 20S,,1080p@30fps,Li-Po 5000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM,IPS LCD,Qualcomm SM6125 Snapdragon 665 (11 nm),,"Android 11, TCL UI","5.0, A2DP, LE, aptX","USB Type-C 2.0, OTG",,,,,"Fingerprint (side-mounted), accelerometer, proximity, compass","4K@30fps, 1080p@30/120fps",166.2 x 76.9 x 9.1 mm (6.54 x 3.03 x 0.36 in),"LED flash, HDR, panorama","16 MP, f/2.2, 28mm (wide), 1/3.06"", 1.0µm",,"64 MP, f/1.8, 26mm (wide), 0.7µm, PDAF8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",,,,"128GB 4GB RAM, 256GB 6GB RAM",T773O,,,Yes,,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-20l-plus.jpg,No,LTE,,
