Unnamed: 0,Brand,3.5mm jack,_1,CPU,Weight,Display,Protection,Loudspeaker_1,Build,Phonebook,Price,NFC,Positioning,Speed,Dual,Resolution,Games,Talk time,Size,Status,Infrared port,GPU,Technology,Colors,Triple,WLAN,Charging,Stand-by,3G bands,Announced,Messaging,Model Name,GPRS,Video_1,Type_1,2G bands,SIM,Type,Chipset,Single_1,OS,Bluetooth,USB,SAR,_4,Java,EDGE,Sensors,Video,Dimensions,Features,Single,5G bands,Quad,128GB 4GB RAM,_2,_5,Internal,Models,Call records,_3,Loudspeaker,Features_1,Card slot,Model Image,Radio,4G bands,URL,Image
HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - US/LATAM/CA,TCL,Yes,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 29, 38, 40, 41, 66, 71 - US/LATAM/CA",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),199 g (7.02 oz),,,,"Glass front, plastic back, plastic frame",,About 270 EUR,Yes,"GPS, GLONASS, GALILEO, BDS","HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps",,"1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,,"6.67 inches, 107.4 cm2(~84.0% screen-to-body ratio)","Available. Released 2021, April 14",,Adreno 610,GSM / HSPA / LTE,"Milky Way Gray, North Star Blue",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",18W wired,,HSDPA 850 / 900 / 1900 / 2100 - EU/MEA/APAC,"2021, April 14",,TCL 20L+,,1080p@30/60fps,Li-Po 5000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIMNano-SIM + Nano-SIM,"IPS LCD, 500 nits (peak)",Qualcomm SM6115 Snapdragon 662 (11 nm),,"Android 11, TCL UI","5.0, A2DP, LE, aptX","USB Type-C 2.0, OTG",,,,,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",1080p@30/60fps,166.2 x 76.9 x 9.1 mm (6.54 x 3.03 x 0.36 in),"LED flash, HDR, panorama","16 MP, f/2.2, 28mm (wide), 1/3.06"", 1.0µm",,"64 MP, f/1.8, 26mm (wide), 1/2.0"", 0.7µm, PDAF8 MP, f/2.2, 13mm, 118˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",,UFS 2.1,,256GB 6GB RAM,"T775H, T775B",,,Yes,HDR,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-20l-plus.jpg,Unspecified,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - EU/MEA/APAC",,
HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM,TCL,Yes,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 29, 38, 40, 41, 66, 71 - LATAM",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),199 g (7.02 oz),,,,"Glass front, plastic back, plastic frame",,About 180 EUR,Yes,"GPS, GLONASS, GALILEO, BDS","HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps",,"1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,,"6.67 inches, 107.4 cm2(~84.0% screen-to-body ratio)","Available. Released 2021, April 14",,Adreno 610,GSM / HSPA / LTE,"Eclipse Black, Luna Blue",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",18W wired,,HSDPA 850 / 900 / 1900 / 2100 - EU/MEA/APAC,"2021, April 14",,TCL 20L,,1080p@30/60fps,Li-Po 5000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIMNano-SIM + Nano-SIM,"IPS LCD, 500 nits (peak)",Qualcomm SM6115 Snapdragon 662 (11 nm),,"Android 11, TCL UI","5.0, A2DP, LE, aptX","USB Type-C 2.0, OTG",,,,,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",1080p@30/60fps,166.2 x 76.9 x 9.1 mm (6.54 x 3.03 x 0.36 in),"LED flash, HDR, panorama","16 MP, f/2.2, 28mm (wide), 1/3.06"", 1.0µm",,"48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 13mm, 118˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",,UFS,,"128GB 4GB RAM, 128GB 6GB RAM","T774H, T774B",,,Yes,HDR,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-20l.jpg,Unspecified,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - EU/MEA/APAC",,
eMMC 5.1,TCL,Yes,,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),464 g (1.02 lb),,,,,,About 170 EUR,No,GPS - cellular model only,"HSPA, LTE - cellular model only",,"1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",,,"10.1 inches, 295.8 cm2(~77.4% screen-to-body ratio)","Available. Released 2021, April 26",,PowerVR GE8320,GSM / HSPA / LTE,"Gray, Silver",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",18W wired,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"2021, January 12",,TCL Tab 10s,,1080p@30fps,Li-Po 8000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM (cellular model only),IPS LCD,Mediatek MT8768,"5 MP, f/2.2, (wide), 1/5.0"", 1.12µm",Android 10,"5.0, A2DP, LE",USB Type-C 2.0,,,,,"Accelerometer, proximity",1080p@30fps,241 x 158.6 x 8.3 mm (9.49 x 6.24 x 0.33 in),LED flash,"8 MP, f/2.0, (wide), 1/4.0"", 1.12µm, AF",,,,,,"32GB 3GB RAM, 64GB 4GB RAM",,,,"Yes, with dual speakers",,microSDXC,https://fdn2.gsmarena.com/vv/bigpic/tcl-tab-10s.jpg,No,"1, 2, 3, 4, 5, 7, 8, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41",,
Splash resistant,TCL,Yes,eMMC 5.1,Octa-core 2.0 GHz,316 g (11.15 oz),,,,,,About 350 EUR,No,GPS,"HSPA, LTE",,"1080 x 1440 pixels, 4:3 ratio (~203 ppi density)",,,"8.88 inches, 244.2 cm2(~79.5% screen-to-body ratio)",Cancelled,,PowerVR GE8320,GSM / HSPA / LTE,Ultramarine Green,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",18W wired,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"2021, January 12",,TCL NxtPaper,,1080p@30fps,Li-Ion 5500 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM,NCVM,Mediatek MT8768E,5 MP,Android 10,"5.0, A2DP, LE",USB Type-C 2.0,,,,,"Accelerometer, proximity",1080p@30fps,203.8 x 150.8 x 7.5 mm (8.02 x 5.94 x 0.30 in),,8 MP,,,,,,64GB 4GB RAM,,,,"Yes, with dual speakers",,microSDXC,https://fdn2.gsmarena.com/vv/bigpic/tcl-nxt-paper.jpg,"FM radio, built-in antenna","1, 2, 3, 4, 5, 7, 8, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41",,
HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,TCL,Yes,UFS 2.1,Octa-core (2x2.0 GHz Kryo 560 Gold & 6x1.7 GHz Kryo 560 Silver),206 g (7.27 oz),,,,,,About 300 EUR,Yes,"GPS (L1+L5), GLONASS, BDS, GALILEO","HSPA, LTE, 5G",,"1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,,"6.67 inches, 107.4 cm2(~84.2% screen-to-body ratio)","Available. Released 2020, December 07",,Adreno 619L,GSM / HSPA / LTE / 5G,"Mist Gray, Placid Blue","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 16mm, 118˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","18W wired, QC4",,HSDPA 850 / 900 / 1900 / 2100,"2020, November 30",,TCL 20 5G,,1080p@30fps,Li-Po 4500 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIMNano-SIM + Nano-SIM,"IPS LCD, HDR10, 450 nits (typ)",Qualcomm SM6350 Snapdragon 690 5G (8 nm),,"Android 10, TCL UI","5.1, A2DP, LE, aptX HD","USB Type-C 2.0, OTG",,,,,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","4K@30fps, 1080p@30/60fps, gyro-EIS",166.2 x 76.8 x 9.1 mm (6.54 x 3.02 x 0.36 in),"LED flash, HDR, panorama","8 MP, f/2.0, 27mm, (wide), 1/4.0"", 1.12µm","1, 3, 5, 28, 41, 78 SA/NSA",,,24-bit/192kHz Hi-Res audio,,"128GB 6GB RAM, 256GB 6GB RAM","T781, T781K, T781H",,,Yes,HDR,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-20-5g.jpg,FM radio,"1, 3, 5, 7, 8, 20, 26, 28, 32, 38, 40, 41",,
HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - LATAM,TCL,Yes,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 26, 28, 66 - LATAM",Octa-core (4x1.8 GHz Kryo 240 & 4x1.6 GHz Kryo 240),206 g (7.27 oz),,,,,,About 150 EUR,Yes,"GPS, GLONASS, GALILEO, BDS","HSPA, LTE",,720 x 1640 pixels (~263 ppi density),,,"6.82 inches, 110.5 cm2(~83.2% screen-to-body ratio)","Available. Released 2021, April 26",,Adreno 610,GSM / HSPA / LTE,"Aurora Green, Nuit Black",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct",18W wired,,"HSDPA 850 / 900 / 1900 / 2100 - EMEA, SEA, APAC","2021, January 11",,TCL 20 SE,,1080p@30fps,Li-Po 5000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIMNano-SIM + Nano-SIM,"IPS LCD, 450 nits (typ)",Qualcomm SM4250 Snapdragon 460 (11 nm),,"Android 11, upgradable to Android 12, TCL UI","5.0, A2DP, LE, aptX","USB Type-C 2.0, OTG",,,,,"Fingerprint (rear-mounted), accelerometer, proximity, compass",1080p@30fps,172.1 x 77.1 x 9.1 mm (6.78 x 3.04 x 0.36 in),"Dual-LED flash, HDR, panorama","8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µmor13 MP, f/2.2, 26mm (wide), 1/3.0"", 1.12µm",,"16 MP, f/1.8, 27mm (wide), 1/2.0"", 1.12µm, PDAF5 MP, f/2.2, 14mm, 115˚ (ultrawide), 1/5.0"", 1.12µm2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)or48 MP, f/2.0, 27mm (wide), 1/2.0"", 0.8µm, PDAF5 MP, f/2.2, 14mm, 115˚ (ultrawide), 1/5.0"", 1.12µm2 MP, f/2.4, (depth)2 MP, f/2.4, (macro)",,UFS 2.1 (128GB only),,"64GB 4GB RAM, 128GB 4GB RAM","T671H, T671F, T671O, T671E",,24-bit/192kHz Hi-Res audio,"Yes, with dual speakers",HDR,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-20-se.jpg,FM radio,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - EMEA, SEA, APAC",,
UFS 2.1,TCL,Yes,,Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),210 g (7.41 oz),,,,"Glass front, glass back, aluminum frame",,About 340 EUR,,"GPS (L1+L5), GLONASS, GALILEO","HSPA, LTE (CA), 5G",,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",,,"6.53 inches, 104.7 cm2(~83.6% screen-to-body ratio)","Available. Released 2020, October 29",,Adreno 620,GSM / HSPA / LTE / 5G,Diamond Gray,"48 MP, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm5 MP, f/2.2, (macro), AF","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","18W wired, QC3",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"2020, October 27",,TCL 10 5G UW,,1080p@30fps,Li-Po 4500 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM,"IPS LCD, HDR10, 450 nits (typ)",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),,Android 10,"5.0, A2DP, LE","USB Type-C 2.0, OTG",,,,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","4K@30fps, 1080p@30/60/120fps, gyro-EIS",163.6 x 76.5 x 9.4 mm (6.44 x 3.01 x 0.37 in),"Dual-LED flash, HDR, panorama","16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm","2, 5, 66, 260, 261 mmWave",,,,,128GB 6GB RAM,,,,Yes,,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-10-5g-uw.jpg,No,"2, 3, 4, 5, 7, 12, 13, 20, 28, 46, 48, 66",,
IP67 dust/water resistant (up to 1m for 30 min),TCL,No,eMMC,Quad-core 1.09 GHz Cortex-A7,50 g (1.76 oz),,,,,,About 230 EUR,No,"GPS, GLONASS","HSPA 21.1/5.76 Mbps, LTE, Cat4 150/50 Mbps",,320 x 360 pixels (~342 ppi density),,,1.41 inches,"Available. Released 2021, Q1",,Adreno 304,GSM / HSPA / LTE,Black,,Wi-Fi 802.11 b/g/n,,,HSDPA 900 / 2100,"2020, September 03",,TCL MoveTime,,,Li-Ion 600 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM +eSIM,AMOLED,Qualcomm MSM8909W Snapdragon Wear 2500 (28 nm),,Proprietary OS,"4.2, A2DP, LE",No,,,,,"Accelerometer, gyro, heart rate",,45 x 41 x 14.5 mm (1.77 x 1.61 x 0.57 in),,,,,,No,,4GB 512MB RAM,MT43A,,,Yes,,No,https://fdn2.gsmarena.com/vv/bigpic/tcl-movetime.jpg,No,"3, 8, 20",,
