Unnamed: 0,Brand,3.5mm jack,_1,CPU,Weight,Display,Protection,Loudspeaker_1,Build,Phonebook,Price,NFC,Positioning,Speed,Dual,Resolution,Games,Talk time,Size,Status,Infrared port,GPU,Technology,Colors,Triple,WLAN,Charging,Stand-by,3G bands,Announced,Messaging,Model Name,GPRS,Video_1,Type_1,2G bands,SIM,Type,Chipset,Single_1,OS,Bluetooth,USB,SAR,_4,Java,EDGE,Sensors,Video,Dimensions,Features,Single,5G bands,Quad,128GB 4GB RAM,_2,_5,Internal,Models,Call records,_3,Loudspeaker,Features_1,Card slot,Model Image,Radio,4G bands,URL,Image
eMMC 5.1,TCL,Yes,,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),325 g (11.46 oz),,,,,,About 230 EUR,No,GPS,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",,"1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",,,"8.0 inches, 185.6 cm2(~70.8% screen-to-body ratio)","Available. Released 2021, Q1",,Adreno 610,GSM / HSPA / LTE,Prime Black,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",18W wiredReverse wired,,HSDPA 850 / 900 / 1900 / 2100,"2020, September 03",,TCL 10 TabMid,,1080p@30fps,Li-Po 5500 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM,IPS LCD,Qualcomm SM6125 Snapdragon 665 (11 nm),"5 MP, f/2.4, (wide), 1/5.0"", 1.12µm","Android 10, TCL UI","5.0, A2DP, LE","USB Type-C 2.0, OTG",,,,,Accelerometer,1080p@30fps,209.4 x 125.2 x 8.6 mm (8.24 x 4.93 x 0.34 in),LED flash,"5 MP, f/2.0, (wide), 1/4.0"", 1.12µm",,,,,,32GB 3GB RAM,,,,Yes,,microSDXC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-tabmid10.jpg,No,"1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41",,
Stylus support,TCL,Yes,eMMC 5.1,Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),-,,,,,,About 250 EUR,No,GPS - cellular model only,"HSPA 42.2/11.5 Mbps, LTE Cat6 300/50 Mbps - cellular model only",,"1200 x 2000 pixels, 5:3 ratio (~225 ppi density)",,,"10.36 inches, 305.5 cm2(~78.2% screen-to-body ratio)","Available. Released 2021, Q1",,Mali-G72 MP3,GSM / HSPA / LTE,Dark Blue,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",18W wired,,HSDPA 850 / 900 / 1900 / 2100,"2020, September 03",,TCL 10 TabMax,,1080p@30fps,Li-Po 8000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIM (cellular model only),IPS LCD,,"8 MP, f/2.0, (wide), 1/4.0"", 1.12µm","Android 10, TCL UI","5.0, A2DP, LE",USB Type-C 2.0,,,,,"Accelerometer, proximity",1080p@30fps,247.8 x 157.6 x 7.7 mm (9.76 x 6.20 x 0.30 in),LED flash,"13 MP, f/1.8, (wide), 1/3.0"", 1.12µm, AF",,,,,,64GB 4GB RAM,,,,"Yes, with stereo speakers",,microSDXC (dedicated slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-tabmax10.jpg,No,"1, 3, 5, 7, 8, 20, 28, 34, 38, 39, 40, 41",,
HSDPA 800 / 850 / 900 / 2100,TCL,Yes,,Octa-core 2.0 GHz Cortex-A53,166 g (5.86 oz),,,,,,,Yes,"GPS, GLONASS, GALILEO, BDS","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat13 400/75 Mbps",,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,,"6.52 inches, 102.6 cm2(~83.3% screen-to-body ratio)","Available. Released 2020, July 21",,PowerVR GE8320,GSM / HSPA / LTE,"Black, Violet","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF5 MP, f/2.2, 115˚ (ultrawide), 1.12µm2 MP, f/2.4, (depth)","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",15W wired,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"2020, July 09",,TCL 10 SE,,1080p@30fps,Li-Po 4000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIMNano-SIM + Nano-SIM,LCD,Mediatek MT6762 Helio P22 (12 nm),,"Android 10, TCL UI","5.0, A2DP, LE, aptX","USB Type-C 2.0, OTG",,,,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,164.9 x 74.7 x 8.4 mm (6.49 x 2.94 x 0.33 in),"Dual-LED flash, HDR, panorama","8 MP, f/2.0, 26mm (wide), 1/4.0"", 1.12µmor13 MP, f/2.2, 26mm (wide), 1/3.1"", 1.12µm",,,,,,128GB 4GB RAM,"T766H_EEA, T766U, T766H, T766A, T766J",,,Yes,,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-10-se.jpg,FM radio,"1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41",,
HSDPA 800 / 850 / 900 / 2100,TCL,Yes,,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),172 g (6.07 oz),,,,,,About 300 EUR,Yes,"GPS, GLONASS, GALILEO, BDS","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat13 400/75 Mbps",,"1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)",,,"6.47 inches, 102.8 cm2(~88.7% screen-to-body ratio)","Available. Released 2020, August",,Adreno 610,GSM / HSPA / LTE,"Blue, Violet",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",Quick Charge 3,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"2020, July 09",,TCL 10 Plus,,1080p@30fps,Li-Po 4500 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIMNano-SIM + Nano-SIM,"AMOLED, HDR",Qualcomm SM6125 Snapdragon 665 (11 nm),,"Android 10, TCL UI","5.0, A2DP, LE, aptX","USB Type-C 2.0, OTG",,,,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4K@30fps, 1080p@30/120fps",158.9 x 72.9 x 8.9 mm (6.26 x 2.87 x 0.35 in),"Dual-LED flash, HDR, panorama","16 MP, f/2.2, 26mm (wide), 1/3.1"", 1.0µm",,"48 MP, f/1.8, 26mm (wide), 0.8µm, PDAF8 MP, f/2.2, 118˚ (ultrawide), 1.12µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",,,,"64GB 6GB RAM, 128GB 6GB RAM, 256GB 8GB RAM",T782H,,,Yes,,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-10-plus.jpg,FM radio,"1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41",,
HSDPA 800 / 850 / 900 / 2100 - T790H,TCL,Yes,"1, 3, 8, 18, 19, 26, 28, 41, 42 - T790H",Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),210 g (7.41 oz),,,,"Glass front, glass back, aluminum frame",,About 400 EUR,Yes,"GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS","HSPA 42.2/5.76 Mbps, LTE (5CA) Cat16 1000/150 Mbps, 5G 2.3 Gbps DL",,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",,,"6.53 inches, 104.7 cm2(~83.5% screen-to-body ratio)","Available. Released 2020, July 27",,Adreno 620,GSM / HSPA / LTE / 5G,"Chrome Blue, Mercury Gray",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","18W wired, QC3",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - T790Y,"2020, April 06",,TCL 10 5G,,1080p@30fps,Li-Po 4500 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIMNano-SIM + Nano-SIM,"IPS LCD, HDR10, 450 nits (typ)",Qualcomm SM7250 Snapdragon 765G 5G (7 nm),,"Android 10, TCL UI","5.0, A2DP, LE","USB Type-C 2.0, OTG",,,,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","4K@30fps, 1080p@30/60/120fps, gyro-EIS",163.7 x 76.6 x 9 mm (6.44 x 3.02 x 0.35 in),"Dual-LED flash, HDR, panorama","16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm","1, 3, 8, 28, 77, 78 SA/NSA - T790Y","64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm5 MP, f/2.2, (macro)2 MP, f/2.4, (depth)",,UFS 2.1,,128GB 6GB RAM,"T790Y, T790H",,,Yes,,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-10-5g-r.jpg,FM radio,"1, 3, 5, 7, 8, 20, 28, 32, 38, 40, 41 - T790Y",,
HSDPA 850 / 900 / 1900 / 2100 - T799H,TCL,Yes,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - T799H",Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),177 g (6.24 oz),,,,"Glass front, glass back, aluminum frame",,About 250 EUR,Yes,"GPS, GLONASS, GALILEO","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat13 400/75 Mbps",,"1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)",,,"6.47 inches, 102.8 cm2(~89.5% screen-to-body ratio)","Available. Released 2020, May 19",Yes,Adreno 612,GSM / HSPA / LTE,"Gray, Green",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","18W wired, QC3, 50% in 35 min",,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - T799B,"2020, April 06",,TCL 10 Pro,,1080p@30fps,Li-Po 4500 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIMNano-SIM + Nano-SIM,"AMOLED, HDR10",Qualcomm SDM675 Snapdragon 675 (11 nm),,"Android 10, planned upgrade to Android 11, TCL UI","5.0, A2DP, LE, aptX HD","USB Type-C 2.0, OTG",,,,,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS",158.5 x 72.4 x 9.2 mm (6.24 x 2.85 x 0.36 in),"Dual-LED flash, HDR, panorama","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF16 MP, f/2.4, 13mm (ultrawide), 1/3.1"", 1.0µm5 MP, f/2.2, (macro)2 MP, f/2.4, (depth)",,Always-on-display,,"128GB 6GB RAM, 256GB 6GB RAM","T799B, T799H",,UFS 2.1,Yes,,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-10-pro.jpg,FM radio (market/region dependent),"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 25, 26, 28, 38, 40, 41, 66 - T799B",,
HSDPA 800 / 850 / 900 / 2100,TCL,Yes,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),180 g (6.35 oz),,,,,,About 140 EUR,Yes,"GPS, GALILEO","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat13 400/75 Mbps",,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",,,"6.53 inches, 104.7 cm2(~85.4% screen-to-body ratio)","Available. Released 2020, May 19",,Adreno 610,GSM / HSPA / LTE,"Arctic White, Mariana Blue",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",,,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"2020, April 06",,TCL 10L,,1080p@30fps,Li-Po 4000 mAh,GSM 850 / 900 / 1800 / 1900,Nano-SIMNano-SIM + Nano-SIM,"IPS LCD, HDR",Qualcomm SM6125 Snapdragon 665 (11 nm),,"Android 10, upgradable to Android 11, TCL UI","5.0, A2DP, LE, aptX","USB Type-C 2.0, OTG",,,,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","4K@30fps, 1080p@30/120fps",162.2 x 75.6 x 8.4 mm (6.39 x 2.98 x 0.33 in),"Dual-LED flash, HDR, panorama","16 MP, f/2.2, 28mm (wide), 1/3.06"", 1.0µm",,"48 MP, f/1.8, 26mm (wide), 1/2.25"", 0.8µm, PDAF8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)",,"64GB eMMC 5.1, 128/256GB UFS 2.1",,"64GB 6GB RAM, 128GB 6GB RAM, 256GB 6GB RAM","T770H, T770B, 4187U",,,Yes,,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/tcl-10l.jpg,FM radio,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 25, 26, 28, 38, 40, 41, 66",,
UFS 2.1,TCL,Yes,,Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),192 g (6.77 oz),,,-25.1 LUFS (Very good),"Glass front, glass back, aluminum frame",,About 330 EUR,Yes,GPS,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 400/75 Mbps",,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",,Up to 12 h (2G) / Up to 25 h (3G),"6.53 inches, 104.7 cm2(~84.2% screen-to-body ratio)","Available. Released 2019, October",,Adreno 612,GSM / HSPA / LTE,"Obsidian Black, Opal White","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF16 MP, f/2.4, 13mm (ultrawide), 1/3.1"", 1.0µm2 MP, f/1.8","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","18W wired, QC3, 50% in 32 min",Up to 396 h (3G),HSDPA 850 / 900 / 1900 / 2100,"2019, September",,TCL Plex,,1080p@30fps,"Li-Ion 3820 mAh, non-removable",GSM 850 / 900 / 1800 / 1900,Nano-SIMNano-SIM + Nano-SIM,IPS LCD,Qualcomm SDM675 Snapdragon 675 (11 nm),,"Android 9.0 (Pie), upgradable to Android 10","5.0, A2DP, LE, aptX",USB Type-C 2.0,,,,,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","4K@30fps, 1080p@30/60/120fps, 720p@960fps, gyro-EIS",162.2 x 76.6 x 8 mm (6.39 x 3.02 x 0.31 in),"Dual-LED flash, HDR, panorama","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",,,,,,128GB 6GB RAM,T780H,,,Yes,,microSDXC (uses shared SIM slot),https://fdn2.gsmarena.com/vv/bigpic/alcatel-plex-.jpg,FM radio,"1, 3, 5, 7, 8, 20, 28, 38, 40",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.gsmarena.com/tcl_60_xe_nxtpaper-13842.php,https://fdn2.gsmarena.com/vv/bigpic/tcl-60-xe-nxtpaper.jpg
